PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,GroupId,Deck,Num,Side,GroupSize
0014_01,Earth,FALSE,F/3/P,TRAPPIST-1e,27,FALSE,1286,122,197,0,0,Flats Eccle,FALSE,14,F,3,S,1
0015_01,Earth,FALSE,F/4/P,TRAPPIST-1e,24,FALSE,0,1,0,0,637,Carry Hughriend,FALSE,15,F,4,S,1
0016_01,Earth,TRUE,F/5/P,TRAPPIST-1e,45,FALSE,0,0,0,0,0,Alus Upead,TRUE,16,F,5,S,1
0017_01,Earth,FALSE,G/0/P,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Lyde Brighttt,TRUE,17,F,0,S,2
0017_02,Earth,FALSE,F/6/P,TRAPPIST-1e,14,FALSE,412,0,1,0,679,Philda Brighttt,FALSE,17,F,6,S,2
0020_01,Earth,TRUE,E/0/S,TRAPPIST-1e,1,FALSE,0,0,0,0,0,Almary Brantuarez,FALSE,20,F,0,S,6
0020_02,Earth,TRUE,E/0/S,TRAPPIST-1e,49,FALSE,0,0,0,0,0,Glendy Brantuarez,FALSE,20,F,0,S,6
0020_03,Earth,TRUE,E/0/S,TRAPPIST-1e,29,FALSE,0,0,0,0,0,Mollen Mcfaddennon,FALSE,20,F,0,S,6
0020_04,Earth,FALSE,E/0/S,TRAPPIST-1e,10,FALSE,0,0,0,0,0,Breney Jacostanley,TRUE,20,F,0,S,6
0020_05,Earth,TRUE,E/0/S,TRAPPIST-1e,1,FALSE,0,0,0,0,0,Mael Brantuarez,FALSE,20,F,0,S,6
0020_06,Earth,FALSE,E/0/S,TRAPPIST-1e,7,FALSE,0,0,0,0,0,Terta Mcfaddennon,FALSE,20,F,0,S,6
0022_01,Earth,FALSE,D/0/P,TRAPPIST-1e,21,FALSE,980,2,69,0,0,,FALSE,22,F,0,S,1
0024_01,Earth,TRUE,C/2/S,TRAPPIST-1e,62,FALSE,0,0,0,0,0,Penton Fullided,TRUE,24,F,2,S,1
0025_01,Earth,FALSE,F/6/S,TRAPPIST-1e,15,FALSE,0,225,0,998,0,Karard Brookenson,FALSE,25,F,6,S,1
0026_01,Earth,FALSE,C/0/P,TRAPPIST-1e,34,FALSE,22,6073,0,1438,328,Anyoni Unconary,FALSE,26,F,0,S,1
0028_01,Earth,FALSE,F/8/P,TRAPPIST-1e,43,FALSE,1125,0,136,48,0,Ceros Mare,FALSE,28,F,8,S,1
0030_01,Earth,FALSE,G/4/S,TRAPPIST-1e,32,FALSE,0,850,81,437,453,Ginia Morsentley,FALSE,30,F,4,S,1
0031_01,Earth,FALSE,F/9/P,TRAPPIST-1e,47,FALSE,214,0,1411,0,1229,Coobix Datie,TRUE,31,F,9,S,3
0031_02,Earth,FALSE,F/9/P,TRAPPIST-1e,2,FALSE,0,0,0,0,0,Cinets Datie,TRUE,31,F,9,S,3
0031_03,Earth,FALSE,F/9/P,TRAPPIST-1e,20,FALSE,313.5,0,1750,990,0,Dontch Datie,TRUE,31,F,9,S,3
0034_01,Earth,TRUE,D/1/S,TRAPPIST-1e,28,FALSE,0,0,0,0,0,Ziba Oingwhedly,TRUE,34,F,1,S,1
0035_01,Earth,FALSE,D/1/P,TRAPPIST-1e,23,FALSE,784,964,0,951,0,Luse Butte,FALSE,35,F,1,S,1
0036_01,Earth,FALSE,F/8/S,TRAPPIST-1e,15,FALSE,0,492,48,20,401,Marina Leodger,FALSE,36,F,8,S,1
0038_01,Earth,FALSE,F/10/S,TRAPPIST-1e,20,FALSE,554,195,0,2606,0,Loise Wheelez,FALSE,38,F,10,S,1
0039_01,Earth,TRUE,G/1/P,TRAPPIST-1e,30,FALSE,0,0,0,0,0,Jorgie Batthewitt,FALSE,39,F,1,S,1
0041_01,Earth,TRUE,G/2/P,TRAPPIST-1e,17,FALSE,0,0,0,0,0,Margia Moodsey,TRUE,41,F,2,S,1
0043_01,Earth,FALSE,B/3/P,TRAPPIST-1e,45,FALSE,0,164,45,2511,855,Ankalik Cylistrand,FALSE,43,F,3,S,1
0044_01,Earth,TRUE,G/3/P,TRAPPIST-1e,55,FALSE,0,0,0,0,0,Jodye Coopelandez,FALSE,44,F,3,S,3
0044_02,Earth,TRUE,G/3/P,TRAPPIST-1e,4,FALSE,0,0,0,0,0,Kayne Coopelandez,TRUE,44,F,3,S,3
0044_03,Earth,TRUE,G/3/P,TRAPPIST-1e,21,FALSE,0,0,0,0,0,Cassa Coopelandez,TRUE,44,F,3,S,3
0045_01,Earth,FALSE,F/10/P,TRAPPIST-1e,21,FALSE,970,0,180,0,64,Zelowl Chmad,FALSE,45,F,10,S,2
0045_02,Earth,TRUE,F/10/P,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Mass Chmad,TRUE,45,F,10,S,2
0050_01,Earth,FALSE,E/1/S,TRAPPIST-1e,35,FALSE,790,0,0,230,0,Sony Lancis,FALSE,50,F,1,S,1
0051_01,Earth,FALSE,E/2/S,TRAPPIST-1e,56,FALSE,0,112,0,1379,127,Vivia Johnshines,FALSE,51,F,2,S,1
0052_01,Earth,FALSE,G/6/S,TRAPPIST-1e,27,FALSE,4,0,2,4683,0,Elaney Hubbarton,FALSE,52,F,6,S,1
0053_01,Earth,FALSE,F/11/S,TRAPPIST-1e,25,FALSE,0,0,1938,0,1,Elson Hickerson,TRUE,53,F,11,S,1
0056_01,Earth,FALSE,A/1/S,TRAPPIST-1e,2,FALSE,0,0,0,0,0,Okulas Tractive,TRUE,56,F,1,S,3
0056_02,Earth,TRUE,A/1/S,TRAPPIST-1e,38,FALSE,0,0,0,0,0,Instab Tractive,TRUE,56,F,1,S,3
0056_03,Earth,FALSE,A/1/S,TRAPPIST-1e,27,FALSE,279,605,3374,286,3,Zinoces Tractive,TRUE,56,F,1,S,3
0058_01,Earth,TRUE,G/7/S,TRAPPIST-1e,36,FALSE,0,0,0,0,0,Warry Ayalazquez,FALSE,58,F,7,S,1
0061_01,Earth,FALSE,F/12/S,TRAPPIST-1e,22,FALSE,45,1096,148,1377,1,Shanya Salez,FALSE,61,F,12,S,1
0062_01,Earth,FALSE,F/13/S,TRAPPIST-1e,62,FALSE,0,592,0,17,25,Sterry Greeves,FALSE,62,F,13,S,1
0064_01,Earth,TRUE,F/14/S,TRAPPIST-1e,15,FALSE,0,0,0,0,0,,TRUE,64,F,14,S,2
0064_02,Earth,TRUE,E/3/S,TRAPPIST-1e,33,FALSE,0,0,0,0,0,Colatz Keen,TRUE,64,F,3,S,2
0066_01,Earth,FALSE,G/6/P,TRAPPIST-1e,62,FALSE,1,153,197,0,460,Diandy Pecketton,FALSE,66,F,6,S,1
0067_01,Earth,TRUE,G/10/S,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Ninaha Leeves,TRUE,67,F,10,S,3
0067_02,Earth,FALSE,G/10/S,TRAPPIST-1e,18,FALSE,1,258,446,0,0,Celine Leeves,TRUE,67,F,10,S,3
0067_03,Earth,FALSE,F/15/S,TRAPPIST-1e,21,FALSE,1946,37,0,0,24,Velyne Leeves,FALSE,67,F,15,S,3
0068_01,Earth,FALSE,E/4/S,TRAPPIST-1e,27,FALSE,793,0,2,253,0,Cinst Binie,FALSE,68,F,4,S,1
0069_01,Earth,FALSE,F/16/S,TRAPPIST-1e,42,FALSE,887,0,9,6,0,,TRUE,69,F,16,S,1
0070_01,Earth,FALSE,F/13/P,TRAPPIST-1e,19,FALSE,190,0,5,1,726,Meremy Brighttt,FALSE,70,F,13,S,1
0071_01,Earth,FALSE,F/14/P,TRAPPIST-1e,17,FALSE,16,2165,0,0,52,Nelly Dillines,FALSE,71,F,14,S,1
0072_01,Earth,FALSE,F/17/S,TRAPPIST-1e,14,FALSE,0,1,0,0,1063,Thell Brantuarez,FALSE,72,F,17,S,1
0073_01,Earth,FALSE,D/3/P,TRAPPIST-1e,37,FALSE,46,83,738,0,12,Gorn Make,FALSE,73,F,3,S,1
0074_01,Earth,FALSE,C/3/S,TRAPPIST-1e,42,FALSE,1,8397,0,0,506,Aldibah Mostedry,TRUE,74,F,3,S,1
0076_01,Earth,FALSE,F/18/S,TRAPPIST-1e,27,FALSE,147,0,1018,0,0,Conk Dal,TRUE,76,F,18,S,1
0077_01,Earth,FALSE,F/15/P,TRAPPIST-1e,28,FALSE,14,0,1295,0,0,Pon Blité,TRUE,77,F,15,S,1
0078_01,Earth,FALSE,C/4/S,TRAPPIST-1e,38,FALSE,0,5840,0,321,9654,Spuri Pokerheed,FALSE,78,F,4,S,1
0081_01,Earth,TRUE,G/13/S,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Dellie Vinozarks,FALSE,81,F,13,S,1
0082_01,Earth,FALSE,F/16/P,TRAPPIST-1e,42,FALSE,7406,0,0,0,0,Totse Datte,FALSE,82,F,16,S,3
0082_02,Earth,TRUE,F/16/P,TRAPPIST-1e,2,FALSE,0,0,0,0,0,Eaturs Datte,TRUE,82,F,16,S,3
0082_03,Earth,FALSE,F/16/P,TRAPPIST-1e,8,FALSE,0,0,0,0,0,,TRUE,82,F,16,S,3
0084_01,Earth,FALSE,G/14/S,TRAPPIST-1e,24,FALSE,688,0,0,0,17,Coren Coopezmaney,TRUE,84,F,14,S,1
0085_01,Earth,TRUE,C/5/S,TRAPPIST-1e,40,FALSE,0,0,0,0,0,Furudah Ellcefulve,TRUE,85,F,5,S,1
0086_01,Earth,FALSE,F/17/P,TRAPPIST-1e,43,FALSE,211,0,0,638,513,Jodye Kinson,FALSE,86,F,17,S,1
0088_01,Earth,TRUE,E/5/S,TRAPPIST-1e,45,FALSE,0,0,0,0,0,Stmeal Sacre,TRUE,88,F,5,S,1
0090_01,Earth,TRUE,G/15/S,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Heremy Santry,TRUE,90,F,15,S,1
0091_01,Earth,TRUE,G/16/S,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Deanne Yorkland,TRUE,91,F,16,S,2
0091_02,Earth,FALSE,F/20/S,TRAPPIST-1e,27,FALSE,1,697,31,188,0,Tinez Yorkland,FALSE,91,F,20,S,2
0092_01,Earth,FALSE,G/9/P,TRAPPIST-1e,19,FALSE,0,0,670,1,34,Gracy Dunnisey,FALSE,92,F,9,S,3
0092_02,Earth,TRUE,G/9/P,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Stald Hewson,TRUE,92,F,9,S,3
0092_03,Earth,TRUE,G/9/P,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Tiney Hewson,TRUE,92,F,9,S,3
0097_01,Earth,FALSE,A/2/S,TRAPPIST-1e,54,FALSE,0,1208,0,3,637,Alchium Fictful,FALSE,97,F,2,S,1
0098_01,Earth,FALSE,G/11/P,TRAPPIST-1e,26,FALSE,0,856,5,32,0,Doria Carezquez,FALSE,98,F,11,S,2
0098_02,Earth,FALSE,G/11/P,TRAPPIST-1e,26,FALSE,0,2811,957,0,87,Leence Carezquez,TRUE,98,F,11,S,2
0099_01,Earth,FALSE,F/19/P,TRAPPIST-1e,23,FALSE,311,427,526,37,0,Aliey Leetersoney,FALSE,99,F,19,S,2
0099_02,Earth,TRUE,G/12/P,TRAPPIST-1e,2,FALSE,0,0,0,0,0,Thewis Connelson,TRUE,99,F,12,S,2
0101_01,Earth,TRUE,,TRAPPIST-1e,31,FALSE,0,0,0,0,0,Book Trad,TRUE,101,F,,S,1
0102_01,Earth,FALSE,F/23/S,TRAPPIST-1e,18,FALSE,0,0,0,830,91,Ritany Holson,FALSE,102,F,23,S,1
0103_01,Earth,FALSE,F/24/S,TRAPPIST-1e,24,FALSE,0,402,0,0,17,Arlen Mclainez,TRUE,103,F,24,S,3
0103_02,Earth,TRUE,G/18/S,TRAPPIST-1e,9,FALSE,0,0,0,0,0,Shaele Mclainez,TRUE,103,F,18,S,3
0103_03,Earth,TRUE,G/18/S,TRAPPIST-1e,6,FALSE,0,0,0,0,0,Fanne Mclainez,FALSE,103,F,18,S,3
0105_01,Earth,FALSE,F/21/P,TRAPPIST-1e,27,FALSE,0,0,570,2,131,Carry Cleachrand,FALSE,105,F,21,S,1
0107_01,Earth,FALSE,D/2/S,TRAPPIST-1e,21,FALSE,1743,5,17,0,0,Coobix Hart,FALSE,107,F,2,S,1
0108_01,Earth,TRUE,G/19/S,TRAPPIST-1e,23,FALSE,0,0,0,0,0,Natald Handertiz,FALSE,108,F,19,S,3
0108_02,Earth,FALSE,G/19/S,TRAPPIST-1e,31,FALSE,562,0,326,0,0,,FALSE,108,F,19,S,3
0108_03,Earth,FALSE,G/19/S,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Oline Handertiz,TRUE,108,F,19,S,3
0110_01,Earth,FALSE,,TRAPPIST-1e,32,FALSE,0,410,6,3929,764,Graviph Aloubtled,FALSE,110,F,,S,4
0110_02,Earth,FALSE,B/5/P,TRAPPIST-1e,40,FALSE,0,331,0,0,1687,Aldeba Bootious,FALSE,110,F,5,S,4
0110_03,Earth,FALSE,B/5/P,TRAPPIST-1e,42,FALSE,2209,11418,0,1868,445,Alaratz Aloubtled,TRUE,110,F,5,S,4
0110_04,Earth,TRUE,B/5/P,TRAPPIST-1e,28,FALSE,0,0,0,0,0,Izark Aloubtled,TRUE,110,F,5,S,4
0111_01,Earth,TRUE,E/6/S,TRAPPIST-1e,29,FALSE,0,0,0,0,0,Aldera Supred,TRUE,111,F,6,S,1
0112_01,Earth,FALSE,B/1/S,TRAPPIST-1e,48,FALSE,0,2537,87,17,13,Moth Cowtale,TRUE,112,F,1,S,1
0113_01,Earth,FALSE,F/23/P,TRAPPIST-1e,64,FALSE,0,0,804,0,0,Idary Carvis,TRUE,113,F,23,S,1
0114_01,Earth,FALSE,G/20/S,TRAPPIST-1e,27,FALSE,82,157,429,238,1,Maura Beckerson,FALSE,114,F,20,S,1
0115_01,Earth,TRUE,F/24/P,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Rohs Pead,TRUE,115,F,24,S,1
0116_01,Earth,FALSE,D/4/P,TRAPPIST-1e,33,FALSE,1,2223,0,12,404,Alhenah Suptive,TRUE,116,F,4,S,1
0119_01,Earth,FALSE,A/0/P,TRAPPIST-1e,39,FALSE,0,2344,0,65,6898,Batan Coning,FALSE,119,F,0,S,2
0119_02,Earth,TRUE,A/0/P,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Kleeiak Coning,TRUE,119,F,0,S,2
0120_01,Earth,TRUE,F/25/P,TRAPPIST-1e,24,FALSE,0,0,0,0,0,Bees Sacre,TRUE,120,F,25,S,1
0122_01,Earth,FALSE,G/21/S,TRAPPIST-1e,29,FALSE,0,0,0,699,74,Shelle Hayder,FALSE,122,F,21,S,1
0123_01,Earth,FALSE,F/27/P,TRAPPIST-1e,18,FALSE,55,597,49,0,1,Iree Fielson,FALSE,123,F,27,S,1
0126_01,Earth,TRUE,F/27/S,TRAPPIST-1e,67,FALSE,0,0,0,0,0,Milly Mish,TRUE,126,F,27,S,1
0127_01,Earth,FALSE,E/7/S,TRAPPIST-1e,35,FALSE,701,0,296,0,25,Miloss Mesty,FALSE,127,F,7,S,1
0128_01,Earth,FALSE,D/3/S,TRAPPIST-1e,61,FALSE,2353,334,9,316,2,Grohs Fles,FALSE,128,F,3,S,2
0128_02,Earth,FALSE,E/8/S,TRAPPIST-1e,45,FALSE,2103,6,0,0,0,Barave Fles,FALSE,128,F,8,S,2
0129_01,Earth,TRUE,G/22/S,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Race Fowles,TRUE,129,F,22,S,1
0133_01,Earth,TRUE,F/29/S,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Flynx Blie,TRUE,133,F,29,S,2
0133_02,Earth,FALSE,D/5/S,TRAPPIST-1e,36,FALSE,2738,0,0,0,0,Egrasp Blie,FALSE,133,F,5,S,2
0134_01,Earth,FALSE,G/17/P,TRAPPIST-1e,19,FALSE,0,14,730,0,0,Camina Harmontry,TRUE,134,F,17,S,1
0136_01,Earth,FALSE,G/23/S,TRAPPIST-1e,47,FALSE,97,418,126,25,55,,FALSE,136,F,23,S,1
0138_01,Earth,TRUE,G/18/P,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Fayene Gambs,TRUE,138,F,18,S,2
0138_02,Earth,FALSE,E/5/P,TRAPPIST-1e,34,FALSE,0,22,0,564,207,Monah Gambs,FALSE,138,F,5,S,2
0139_01,Earth,TRUE,C/6/S,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Charda Myling,TRUE,139,F,6,S,1
0140_01,Earth,TRUE,G/19/P,TRAPPIST-1e,24,FALSE,0,0,0,0,0,Evaley Mejiaddox,TRUE,140,F,19,S,2
0140_02,Earth,FALSE,F/29/P,TRAPPIST-1e,26,FALSE,440,0,0,0,462,Verney Whitakers,FALSE,140,F,29,S,2
0141_01,Earth,FALSE,F/30/P,TRAPPIST-1e,31,FALSE,313.5,0,97,0,0,Pyrohs Harte,FALSE,141,F,30,S,1
0144_01,Earth,FALSE,F/31/S,TRAPPIST-1e,20,FALSE,0,420,210,0,0,Guadae Dayers,TRUE,144,F,31,S,1
0146_01,Earth,FALSE,G/25/S,TRAPPIST-1e,56,FALSE,0,0,0,0,0,Verly Wolferguson,FALSE,146,F,25,S,1
0147_01,Earth,TRUE,G/26/S,TRAPPIST-1e,50,FALSE,0,0,0,0,0,Samie Hubbarrison,TRUE,147,F,26,S,1
0148_01,Earth,FALSE,F/31/P,TRAPPIST-1e,42,FALSE,1072,0,10,0,76,Corsh Pashe,FALSE,148,F,31,S,1
0149_01,Earth,TRUE,G/27/S,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Billya Hubbarrison,TRUE,149,F,27,S,1
0151_01,Earth,TRUE,G/20/P,TRAPPIST-1e,38,FALSE,0,0,0,0,0,Shanie Simson,FALSE,151,F,20,S,1
0152_01,Earth,FALSE,F/32/P,TRAPPIST-1e,41,FALSE,0,0,0,0,607,Andan Estron,FALSE,152,F,32,S,1
0160_01,Earth,FALSE,G/22/P,TRAPPIST-1e,22,FALSE,4119,0,0,0,61,Gory Atkinney,FALSE,160,F,22,S,1
0163_01,Earth,TRUE,B/8/P,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Kabiton Hetforhaft,TRUE,163,F,8,S,2
0163_02,Earth,TRUE,B/8/P,TRAPPIST-1e,17,FALSE,0,0,0,0,0,Scharab Hetforhaft,TRUE,163,F,8,S,2
0164_01,Earth,FALSE,G/28/S,TRAPPIST-1e,57,FALSE,50,1688,0,230,135,Fany Hutchinton,TRUE,164,F,28,S,2
0164_02,Earth,TRUE,G/28/S,TRAPPIST-1e,17,FALSE,0,0,0,0,0,Ianya Hutchinton,FALSE,164,F,28,S,2
0165_01,Earth,TRUE,F/37/P,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Graven Anche,TRUE,165,F,37,S,1
0167_01,Earth,TRUE,F/35/S,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Miten Floaf,TRUE,167,F,35,S,2
0167_02,Earth,FALSE,F/35/S,TRAPPIST-1e,27,FALSE,1365,0,48,22,137,Rios Floaf,FALSE,167,F,35,S,2
0169_01,Earth,TRUE,G/23/P,TRAPPIST-1e,31,FALSE,0,0,0,0,0,Wandy Fisherry,FALSE,169,F,23,S,1
0170_01,Earth,FALSE,E/10/S,TRAPPIST-1e,24,FALSE,0,0,0,221,567,Mollie Mcmahoney,FALSE,170,F,10,S,1
0171_01,Earth,TRUE,G/30/S,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Coracy Gordanieves,TRUE,171,F,30,S,1
0172_01,Earth,TRUE,G/24/P,TRAPPIST-1e,32,FALSE,0,0,0,0,0,Hanna Johnshines,TRUE,172,F,24,S,1
0173_01,Earth,FALSE,E/11/S,TRAPPIST-1e,58,FALSE,0,985,0,5,0,Hilip Grifford,TRUE,173,F,11,S,1
0174_01,Earth,FALSE,F/38/P,TRAPPIST-1e,21,FALSE,287,0,16,115,175,Doryn Lambles,FALSE,174,F,38,S,1
0177_01,Earth,FALSE,B/2/S,TRAPPIST-1e,38,FALSE,0,10346,1,14970,2111,Toperon Iniouser,FALSE,177,F,2,S,1
0178_01,Earth,FALSE,D/6/S,TRAPPIST-1e,38,FALSE,3414,0,161,28,119,Wees Knik,FALSE,178,F,6,S,1
0179_01,Earth,FALSE,G/26/P,TRAPPIST-1e,19,FALSE,1,219,673,2,11,Elaney Webstephrey,TRUE,179,F,26,S,3
0179_02,Earth,FALSE,G/26/P,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Raque Webstephrey,FALSE,179,F,26,S,3
0179_03,Earth,FALSE,G/26/P,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Sallyl Webstephrey,TRUE,179,F,26,S,3
0181_01,Earth,FALSE,G/27/P,TRAPPIST-1e,20,FALSE,0,0,3,299,92,Nancis Brighttt,FALSE,181,F,27,S,1
0182_01,Earth,TRUE,C/3/P,TRAPPIST-1e,24,FALSE,0,0,0,0,0,Ksorab Disight,TRUE,182,F,3,S,1
0183_01,Earth,FALSE,F/36/S,TRAPPIST-1e,37,FALSE,17,146,426,0,232,Stany Weaves,TRUE,183,F,36,S,1
0186_01,Earth,FALSE,G/28/P,TRAPPIST-1e,25,FALSE,62,0,0,0,956,Camiet Shephendry,FALSE,186,F,28,S,1
0188_01,Earth,TRUE,G/31/S,TRAPPIST-1e,56,FALSE,0,0,0,0,0,Branda Romez,TRUE,188,F,31,S,1
0189_01,Earth,FALSE,E/8/P,TRAPPIST-1e,49,FALSE,84,3,401,202,98,Helly Booters,FALSE,189,F,8,S,1
0190_01,Earth,TRUE,G/32/S,TRAPPIST-1e,11,FALSE,0,0,0,0,0,,FALSE,190,F,32,S,1
0192_01,Earth,TRUE,G/29/P,TRAPPIST-1e,1,FALSE,0,0,0,0,0,Tance Adavisons,TRUE,192,F,29,S,3
0192_02,Earth,FALSE,G/29/P,TRAPPIST-1e,8,FALSE,0,0,0,0,0,Robyny Adavisons,FALSE,192,F,29,S,3
0192_03,Earth,FALSE,G/29/P,TRAPPIST-1e,39,FALSE,0,0,10,898,0,Lilace Adavisons,FALSE,192,F,29,S,3
0193_01,Earth,TRUE,F/41/P,TRAPPIST-1e,2,FALSE,0,0,0,0,0,Sps Raf,TRUE,193,F,41,S,3
0193_02,Earth,FALSE,F/41/P,TRAPPIST-1e,23,FALSE,313.5,0,8,1072,0,Frook Raf,FALSE,193,F,41,S,3
0193_03,Earth,FALSE,F/41/P,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Goles Raf,TRUE,193,F,41,S,3
0195_01,Earth,FALSE,F/42/P,TRAPPIST-1e,39,FALSE,406,0,867,0,0,Bar Floaf,TRUE,195,F,42,S,1
0196_01,Earth,FALSE,D/5/P,TRAPPIST-1e,25,FALSE,1052,0,719,0,7,Caper Emead,FALSE,196,F,5,S,1
0197_01,Earth,FALSE,C/5/P,TRAPPIST-1e,36,FALSE,0,972,0,795,575,Astrak Dissper,FALSE,197,F,5,S,1
0198_01,Earth,TRUE,G/30/P,TRAPPIST-1e,52,FALSE,0,0,0,0,0,Jeroy Cookson,TRUE,198,F,30,S,1
0199_01,Earth,TRUE,G/33/S,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Regana Morrows,FALSE,199,F,33,S,1
0200_01,Earth,TRUE,G/31/P,TRAPPIST-1e,15,FALSE,0,0,0,0,0,Elia Colomonson,TRUE,200,F,31,S,1
0201_01,Earth,TRUE,B/3/S,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Kaffias Bacistion,TRUE,201,F,3,S,2
0201_02,Earth,TRUE,B/3/S,TRAPPIST-1e,47,FALSE,0,0,0,0,0,Edaruma Bacistion,TRUE,201,F,3,S,2
0202_01,Earth,TRUE,B/9/P,TRAPPIST-1e,45,FALSE,0,0,0,0,0,Pomera Embleng,TRUE,202,F,9,S,2
0202_02,Earth,FALSE,A/2/P,TRAPPIST-1e,27,FALSE,0,2433,197,878,443,Vegas Embleng,TRUE,202,F,2,S,2
0203_01,Earth,TRUE,C/8/S,TRAPPIST-1e,51,FALSE,0,0,0,0,0,Ancham Heateele,TRUE,203,F,8,S,1
0205_01,Earth,FALSE,G/34/S,TRAPPIST-1e,29,FALSE,0,2,66,0,705,Carma Oneiles,FALSE,205,F,34,S,1
0206_01,Earth,FALSE,C/9/S,TRAPPIST-1e,27,FALSE,2,1720,12,1125,122,Nuson Brugashed,TRUE,206,F,9,S,1
0207_01,Earth,TRUE,G/32/P,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Thony Mcfaddennon,FALSE,207,F,32,S,1
0210_01,Earth,TRUE,D/6/P,TRAPPIST-1e,24,FALSE,0,0,0,0,0,Arraid Inicont,TRUE,210,F,6,S,1
0211_01,Earth,FALSE,F/44/P,TRAPPIST-1e,29,FALSE,902,1,137,0,0,Pebuts Appie,TRUE,211,F,44,S,3
0211_02,Earth,TRUE,F/44/P,TRAPPIST-1e,11,FALSE,0,0,0,0,0,Corsh Appie,TRUE,211,F,44,S,3
0211_03,Earth,FALSE,F/44/P,TRAPPIST-1e,17,FALSE,848,0,307,182,0,Picers Date,FALSE,211,F,44,S,3
0212_01,Earth,FALSE,E/9/P,TRAPPIST-1e,13,FALSE,192,0,0,51,739,Inen Workmans,FALSE,212,F,9,S,2
