PassengerId,Cabin,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,GroupId,Num,GroupSize,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_False,CryoSleep_True,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_False,VIP_True,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S
0044_03,G/3/P,21.0,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,True,44,3.0,3,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
0045_01,F/10/P,21.0,970.0,0.0,180.0,0.0,64.0,Zelowl Chmad,False,45,10.0,2,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
0045_02,F/10/P,19.0,0.0,0.0,0.0,0.0,0.0,Mass Chmad,True,45,10.0,2,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
0050_01,E/1/S,35.0,790.0,0.0,0.0,230.0,0.0,Sony Lancis,False,50,1.0,1,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0051_01,E/2/S,56.0,0.0,112.0,0.0,1379.0,127.0,Vivia Johnshines,False,51,2.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
0052_01,G/6/S,27.0,4.0,0.0,2.0,4683.0,0.0,Elaney Hubbarton,False,52,6.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0053_01,F/11/S,25.0,0.0,0.0,1938.0,0.0,1.0,Elson Hickerson,True,53,11.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0056_01,A/1/S,2.0,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,True,56,1.0,3,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0056_02,A/1/S,38.0,0.0,0.0,0.0,0.0,0.0,Instab Tractive,True,56,1.0,3,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0056_03,A/1/S,27.0,279.0,605.0,3374.0,286.0,3.0,Zinoces Tractive,True,56,1.0,3,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0058_01,G/7/S,36.0,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,False,58,7.0,1,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
0061_01,F/12/S,22.0,45.0,1096.0,148.0,1377.0,1.0,Shanya Salez,False,61,12.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0062_01,F/13/S,62.0,0.0,592.0,0.0,17.0,25.0,Sterry Greeves,False,62,13.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0064_01,F/14/S,15.0,0.0,0.0,0.0,0.0,0.0,,True,64,14.0,2,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0064_02,E/3/S,33.0,0.0,0.0,0.0,0.0,0.0,Colatz Keen,True,64,3.0,2,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
0066_01,G/6/P,62.0,1.0,153.0,197.0,0.0,460.0,Diandy Pecketton,False,66,6.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
0067_01,G/10/S,0.0,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,True,67,10.0,3,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
0067_02,G/10/S,18.0,1.0,258.0,446.0,0.0,0.0,Celine Leeves,True,67,10.0,3,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0067_03,F/15/S,21.0,1946.0,37.0,0.0,0.0,24.0,Velyne Leeves,False,67,15.0,3,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0068_01,E/4/S,27.0,793.0,0.0,2.0,253.0,0.0,Cinst Binie,False,68,4.0,1,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
0069_01,F/16/S,42.0,887.0,0.0,9.0,6.0,0.0,,True,69,16.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0070_01,F/13/P,19.0,190.0,0.0,5.0,1.0,726.0,Meremy Brighttt,False,70,13.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
0071_01,F/14/P,17.0,16.0,2165.0,0.0,0.0,52.0,Nelly Dillines,False,71,14.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
0072_01,F/17/S,14.0,0.0,1.0,0.0,0.0,1063.0,Thell Brantuarez,False,72,17.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0073_01,D/3/P,37.0,46.0,83.0,738.0,0.0,12.0,Gorn Make,False,73,3.0,1,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
0074_01,C/3/S,42.0,1.0,8397.0,0.0,0.0,506.0,Aldibah Mostedry,True,74,3.0,1,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
0076_01,F/18/S,27.0,147.0,0.0,1018.0,0.0,0.0,Conk Dal,True,76,18.0,1,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0077_01,F/15/P,28.0,14.0,0.0,1295.0,0.0,0.0,Pon Blité,True,77,15.0,1,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
0078_01,C/4/S,38.0,0.0,5840.0,0.0,321.0,9654.0,Spuri Pokerheed,False,78,4.0,1,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
0081_01,G/13/S,13.0,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,False,81,13.0,1,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0082_01,F/16/P,42.0,7406.0,0.0,0.0,0.0,0.0,Totse Datte,False,82,16.0,3,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
0082_02,F/16/P,2.0,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,True,82,16.0,3,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
0082_03,F/16/P,8.0,0.0,0.0,0.0,0.0,0.0,,True,82,16.0,3,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
0084_01,G/14/S,24.0,688.0,0.0,0.0,0.0,17.0,Coren Coopezmaney,True,84,14.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0085_01,C/5/S,40.0,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,True,85,5.0,1,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
0086_01,F/17/P,43.0,211.0,0.0,0.0,638.0,513.0,Jodye Kinson,False,86,17.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
0088_01,E/5/S,45.0,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,True,88,5.0,1,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
0090_01,G/15/S,35.0,0.0,0.0,0.0,0.0,0.0,Heremy Santry,True,90,15.0,1,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0091_01,G/16/S,26.0,0.0,0.0,0.0,0.0,0.0,Deanne Yorkland,True,91,16.0,2,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0091_02,F/20/S,27.0,1.0,697.0,31.0,188.0,0.0,Tinez Yorkland,False,91,20.0,2,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0092_01,G/9/P,19.0,0.0,0.0,670.0,1.0,34.0,Gracy Dunnisey,False,92,9.0,3,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
0092_02,G/9/P,0.0,0.0,0.0,0.0,0.0,0.0,Stald Hewson,True,92,9.0,3,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
0092_03,G/9/P,3.0,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,True,92,9.0,3,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
0097_01,A/2/S,54.0,0.0,1208.0,0.0,3.0,637.0,Alchium Fictful,False,97,2.0,1,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0098_01,G/11/P,26.0,0.0,856.0,5.0,32.0,0.0,Doria Carezquez,False,98,11.0,2,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
0098_02,G/11/P,26.0,0.0,2811.0,957.0,0.0,87.0,Leence Carezquez,True,98,11.0,2,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
0099_01,F/19/P,23.0,311.0,427.0,526.0,37.0,0.0,Aliey Leetersoney,False,99,19.0,2,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
0099_02,G/12/P,2.0,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,True,99,12.0,2,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
0101_01,,31.0,0.0,0.0,0.0,0.0,0.0,Book Trad,True,101,431.0,1,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0102_01,F/23/S,18.0,0.0,0.0,0.0,830.0,91.0,Ritany Holson,False,102,23.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0103_01,F/24/S,24.0,0.0,402.0,0.0,0.0,17.0,Arlen Mclainez,True,103,24.0,3,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0103_02,G/18/S,9.0,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,True,103,18.0,3,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
0103_03,G/18/S,6.0,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,False,103,18.0,3,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0105_01,F/21/P,27.0,0.0,0.0,570.0,2.0,131.0,Carry Cleachrand,False,105,21.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
0107_01,D/2/S,21.0,1743.0,5.0,17.0,0.0,0.0,Coobix Hart,False,107,2.0,1,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True
0108_01,G/19/S,23.0,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,False,108,19.0,3,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0108_02,G/19/S,31.0,562.0,0.0,326.0,0.0,0.0,,False,108,19.0,3,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0108_03,G/19/S,0.0,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,True,108,19.0,3,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0110_01,,32.0,0.0,410.0,6.0,3929.0,764.0,Graviph Aloubtled,False,110,431.0,4,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0110_02,B/5/P,40.0,0.0,331.0,0.0,0.0,1687.0,Aldeba Bootious,False,110,5.0,4,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False
0110_03,B/5/P,42.0,2209.0,11418.0,0.0,1868.0,445.0,Alaratz Aloubtled,True,110,5.0,4,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False
0110_04,B/5/P,28.0,0.0,0.0,0.0,0.0,0.0,Izark Aloubtled,True,110,5.0,4,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False
0111_01,E/6/S,29.0,0.0,0.0,0.0,0.0,0.0,Aldera Supred,True,111,6.0,1,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
0112_01,B/1/S,48.0,0.0,2537.0,87.0,17.0,13.0,Moth Cowtale,True,112,1.0,1,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
0113_01,F/23/P,64.0,0.0,0.0,804.0,0.0,0.0,Idary Carvis,True,113,23.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
0114_01,G/20/S,27.0,82.0,157.0,429.0,238.0,1.0,Maura Beckerson,False,114,20.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0115_01,F/24/P,26.0,0.0,0.0,0.0,0.0,0.0,Rohs Pead,True,115,24.0,1,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
0116_01,D/4/P,33.0,1.0,2223.0,0.0,12.0,404.0,Alhenah Suptive,True,116,4.0,1,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
0119_01,A/0/P,39.0,0.0,2344.0,0.0,65.0,6898.0,Batan Coning,False,119,0.0,2,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
0119_02,A/0/P,13.0,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,True,119,0.0,2,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
0120_01,F/25/P,24.0,0.0,0.0,0.0,0.0,0.0,Bees Sacre,True,120,25.0,1,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
0122_01,G/21/S,29.0,0.0,0.0,0.0,699.0,74.0,Shelle Hayder,False,122,21.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0123_01,F/27/P,18.0,55.0,597.0,49.0,0.0,1.0,Iree Fielson,False,123,27.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
0126_01,F/27/S,67.0,0.0,0.0,0.0,0.0,0.0,Milly Mish,True,126,27.0,1,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0127_01,E/7/S,35.0,701.0,0.0,296.0,0.0,25.0,Miloss Mesty,False,127,7.0,1,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
0128_01,D/3/S,61.0,2353.0,334.0,9.0,316.0,2.0,Grohs Fles,False,128,3.0,2,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
0128_02,E/8/S,45.0,2103.0,6.0,0.0,0.0,0.0,Barave Fles,False,128,8.0,2,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
0129_01,G/22/S,22.0,0.0,0.0,0.0,0.0,0.0,Race Fowles,True,129,22.0,1,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
0133_01,F/29/S,19.0,0.0,0.0,0.0,0.0,0.0,Flynx Blie,True,133,29.0,2,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0133_02,D/5/S,36.0,2738.0,0.0,0.0,0.0,0.0,Egrasp Blie,False,133,5.0,2,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True
0134_01,G/17/P,19.0,0.0,14.0,730.0,0.0,0.0,Camina Harmontry,True,134,17.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
0136_01,G/23/S,47.0,97.0,418.0,126.0,25.0,55.0,,False,136,23.0,1,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
0138_01,G/18/P,13.0,0.0,0.0,0.0,0.0,0.0,Fayene Gambs,True,138,18.0,2,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
0138_02,E/5/P,34.0,0.0,22.0,0.0,564.0,207.0,Monah Gambs,False,138,5.0,2,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
0139_01,C/6/S,35.0,0.0,0.0,0.0,0.0,0.0,Charda Myling,True,139,6.0,1,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0140_01,G/19/P,24.0,0.0,0.0,0.0,0.0,0.0,Evaley Mejiaddox,True,140,19.0,2,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
0140_02,F/29/P,26.0,440.0,0.0,0.0,0.0,462.0,Verney Whitakers,False,140,29.0,2,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
0141_01,F/30/P,31.0,313.5,0.0,97.0,0.0,0.0,Pyrohs Harte,False,141,30.0,1,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
0144_01,F/31/S,20.0,0.0,420.0,210.0,0.0,0.0,Guadae Dayers,True,144,31.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0146_01,G/25/S,56.0,0.0,0.0,0.0,0.0,0.0,Verly Wolferguson,False,146,25.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0147_01,G/26/S,50.0,0.0,0.0,0.0,0.0,0.0,Samie Hubbarrison,True,147,26.0,1,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0148_01,F/31/P,42.0,1072.0,0.0,10.0,0.0,76.0,Corsh Pashe,False,148,31.0,1,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
0149_01,G/27/S,27.0,0.0,0.0,0.0,0.0,0.0,Billya Hubbarrison,True,149,27.0,1,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
0151_01,G/20/P,38.0,0.0,0.0,0.0,0.0,0.0,Shanie Simson,False,151,20.0,1,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0152_01,F/32/P,41.0,0.0,0.0,0.0,0.0,607.0,Andan Estron,False,152,32.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
0160_01,G/22/P,22.0,4119.0,0.0,0.0,0.0,61.0,Gory Atkinney,False,160,22.0,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
0163_01,B/8/P,26.0,0.0,0.0,0.0,0.0,0.0,Kabiton Hetforhaft,True,163,8.0,2,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False
0163_02,B/8/P,17.0,0.0,0.0,0.0,0.0,0.0,Scharab Hetforhaft,True,163,8.0,2,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False
